Case ID,Activity,Resource,Complete Timestamp,outcome
V10459,Send Fine,,2003-01-15 00:00:00,
V10511,Send Fine,,2003-01-15 00:00:00,
V10463,Send Fine,,2003-01-15 00:00:00,
V10486,Send Fine,,2003-01-15 00:00:00,
N45851,Send Fine,,2003-01-15 00:00:00,
N45973,Send Fine,,2003-01-15 00:00:00,
N45694,Send Fine,,2003-01-15 00:00:00,
N45777,Send Fine,,2003-01-15 00:00:00,
N45932,Send Fine,,2003-01-15 00:00:00,
S72578,Send Fine,,2003-01-15 00:00:00,
N45772,Send Fine,,2003-01-15 00:00:00,
S79567,Send Fine,,2003-01-15 00:00:00,
N45650,Send Fine,,2003-01-15 00:00:00,False
N45471,Send Fine,,2003-01-15 00:00:00,
N45672,Send Fine,,2003-01-15 00:00:00,
S77522,Send Fine,,2003-01-15 00:00:00,
N45741,Send Fine,,2003-01-15 00:00:00,
N45889,Send Fine,,2003-01-15 00:00:00,
N45654,Send Fine,,2003-01-15 00:00:00,False
N46032,Send Fine,,2003-01-15 00:00:00,
N45745,Send Fine,,2003-01-15 00:00:00,
N45978,Send Fine,,2003-01-15 00:00:00,
N45982,Send Fine,,2003-01-15 00:00:00,
S78323,Send Fine,,2003-01-15 00:00:00,
S78330,Send Fine,,2003-01-15 00:00:00,
N45873,Send Fine,,2003-01-15 00:00:00,
N45895,Send Fine,,2003-01-15 00:00:00,
S79524,Send Fine,,2003-01-15 00:00:00,
N45481,Send Fine,,2003-01-15 00:00:00,
N45733,Send Fine,,2003-01-15 00:00:00,
N45835,Send Fine,,2003-01-15 00:00:00,
S79656,Send Fine,,2003-01-15 00:00:00,
S79657,Send Fine,,2003-01-15 00:00:00,
N46105,Send Fine,,2003-01-15 00:00:00,
S79762,Send Fine,,2003-01-15 00:00:00,
S79668,Send Fine,,2003-01-15 00:00:00,
N45610,Send Fine,,2003-01-15 00:00:00,
N45617,Send Fine,,2003-01-15 00:00:00,
N45600,Send Fine,,2003-01-15 00:00:00,
N45603,Send Fine,,2003-01-15 00:00:00,
S79672,Send Fine,,2003-01-15 00:00:00,False
S79685,Send Fine,,2003-01-15 00:00:00,
N45399,Send Fine,,2003-01-15 00:00:00,False
N45762,Send Fine,,2003-01-15 00:00:00,False
N45911,Send Fine,,2003-01-15 00:00:00,
N45814,Send Fine,,2003-01-15 00:00:00,
N45627,Send Fine,,2003-01-15 00:00:00,
S78314,Send Fine,,2003-01-15 00:00:00,
N45386,Send Fine,,2003-01-15 00:00:00,
S39144,Send Fine,,2003-01-15 00:00:00,
S39142,Send Fine,,2003-01-15 00:00:00,
S78337,Send Fine,,2003-01-15 00:00:00,
N45390,Send Fine,,2003-01-15 00:00:00,
N45387,Send Fine,,2003-01-15 00:00:00,
S76748,Add penalty,,2003-01-15 00:00:00,
S78266,Add penalty,,2003-01-15 00:00:00,
S77873,Add penalty,,2003-01-15 00:00:00,
S77481,Payment,,2003-01-15 00:00:00,False
V9196,Add penalty,,2003-01-16 00:00:00,
N35754,Add penalty,,2003-01-16 00:00:00,
N43148,Payment,,2003-01-16 00:00:00,
S75044,Add penalty,,2003-01-16 00:00:00,
S75061,Payment,,2003-01-16 00:00:00,False
S74188,Payment,,2003-01-16 00:00:00,False
N46616,Payment,,2003-01-16 00:00:00,False
S72728,Add penalty,,2003-01-17 00:00:00,
N47007,Create Fine,538.0,2003-01-17 00:00:00,
S72600,Create Fine,29.0,2003-01-17 00:00:00,
N39347,Payment,,2003-01-17 00:00:00,False
N43233,Payment,,2003-01-17 00:00:00,False
N46814,Create Fine,550.0,2003-01-18 00:00:00,
N43408,Payment,,2003-01-18 00:00:00,False
S79127,Create Fine,30.0,2003-01-18 00:00:00,
N46928,Payment,,2003-01-18 00:00:00,False
S76813,Payment,,2003-01-18 00:00:00,False
N41290,Payment,,2003-01-20 00:00:00,False
N46232,Create Fine,548.0,2003-01-21 00:00:00,
S74802,Payment,,2003-01-21 00:00:00,False
N44094,Insert Date Appeal to Prefecture,,2003-01-21 00:00:00,
S77167,Add penalty,,2003-01-21 00:00:00,
N41867,Payment,,2003-01-21 00:00:00,False
V9929,Payment,,2003-01-21 00:00:00,
N44914,Add penalty,,2003-01-22 00:00:00,
S73495,Payment,,2003-01-23 00:00:00,
V10396,Insert Fine Notification,,2003-01-23 00:00:00,
N45741,Insert Fine Notification,,2003-01-23 00:00:00,
S78337,Insert Fine Notification,,2003-01-23 00:00:00,
N40814,Insert Fine Notification,,2003-01-23 00:00:00,
V10629,Insert Fine Notification,,2003-01-23 00:00:00,
N45627,Insert Fine Notification,,2003-01-23 00:00:00,
V10628,Insert Fine Notification,,2003-01-23 00:00:00,
S79567,Insert Fine Notification,,2003-01-23 00:00:00,
V10474,Insert Fine Notification,,2003-01-23 00:00:00,
N45610,Insert Fine Notification,,2003-01-23 00:00:00,
S39144,Insert Fine Notification,,2003-01-23 00:00:00,
V10449,Insert Fine Notification,,2003-01-23 00:00:00,
V10560,Insert Fine Notification,,2003-01-23 00:00:00,
N41187,Insert Fine Notification,,2003-01-23 00:00:00,
S79762,Insert Fine Notification,,2003-01-23 00:00:00,
N45814,Insert Fine Notification,,2003-01-23 00:00:00,
N44305,Payment,,2003-01-23 00:00:00,False
V10555,Insert Fine Notification,,2003-01-23 00:00:00,
V10520,Insert Fine Notification,,2003-01-23 00:00:00,
S79685,Insert Fine Notification,,2003-01-23 00:00:00,
S72578,Insert Fine Notification,,2003-01-23 00:00:00,
S79819,Payment,,2003-01-23 00:00:00,False
N45772,Insert Fine Notification,,2003-01-23 00:00:00,
N47007,Payment,,2003-01-23 00:00:00,False
S77522,Insert Fine Notification,,2003-01-23 00:00:00,
V10463,Insert Fine Notification,,2003-01-23 00:00:00,
V10524,Insert Fine Notification,,2003-01-23 00:00:00,
V10583,Insert Fine Notification,,2003-01-23 00:00:00,
N45745,Insert Fine Notification,,2003-01-23 00:00:00,
N45982,Insert Fine Notification,,2003-01-23 00:00:00,
S78323,Insert Fine Notification,,2003-01-23 00:00:00,
S77856,Add penalty,,2003-01-23 00:00:00,
N45672,Insert Fine Notification,,2003-01-23 00:00:00,
S79657,Insert Fine Notification,,2003-01-23 00:00:00,
N45895,Insert Fine Notification,,2003-01-23 00:00:00,
V10328,Insert Fine Notification,,2003-01-23 00:00:00,
V10326,Insert Fine Notification,,2003-01-23 00:00:00,
N45481,Insert Fine Notification,,2003-01-23 00:00:00,
N45978,Insert Fine Notification,,2003-01-23 00:00:00,
N45835,Insert Fine Notification,,2003-01-23 00:00:00,
N45694,Insert Fine Notification,,2003-01-23 00:00:00,
N46032,Insert Fine Notification,,2003-01-24 00:00:00,
N45733,Insert Fine Notification,,2003-01-24 00:00:00,
V10459,Insert Fine Notification,,2003-01-24 00:00:00,
N45603,Insert Fine Notification,,2003-01-24 00:00:00,
N47207,Create Fine,550.0,2003-01-24 00:00:00,
N47058,Create Fine,538.0,2003-01-24 00:00:00,
S72600,Payment,,2003-01-24 00:00:00,False
N45386,Insert Fine Notification,,2003-01-24 00:00:00,
V10370,Insert Fine Notification,,2003-01-24 00:00:00,
N45387,Insert Fine Notification,,2003-01-24 00:00:00,
V10455,Insert Fine Notification,,2003-01-24 00:00:00,
V10511,Insert Fine Notification,,2003-01-24 00:00:00,
S78330,Insert Fine Notification,,2003-01-24 00:00:00,
N47056,Create Fine,538.0,2003-01-24 00:00:00,
S39142,Insert Fine Notification,,2003-01-24 00:00:00,
S78314,Insert Fine Notification,,2003-01-24 00:00:00,
N46105,Insert Fine Notification,,2003-01-24 00:00:00,
V10599,Insert Fine Notification,,2003-01-24 00:00:00,
N45932,Insert Fine Notification,,2003-01-24 00:00:00,
V10856,Create Fine,28.0,2003-01-24 00:00:00,
N45359,Insert Fine Notification,,2003-01-24 00:00:00,
N45777,Insert Fine Notification,,2003-01-24 00:00:00,
V10630,Insert Fine Notification,,2003-01-24 00:00:00,
N45471,Insert Fine Notification,,2003-01-24 00:00:00,
S79656,Insert Fine Notification,,2003-01-24 00:00:00,
N45342,Insert Fine Notification,,2003-01-25 00:00:00,
N46846,Create Fine,550.0,2003-01-25 00:00:00,
N46681,Create Fine,536.0,2003-01-25 00:00:00,
N45889,Insert Fine Notification,,2003-01-25 00:00:00,
S79873,Create Fine,37.0,2003-01-26 00:00:00,
S76789,Add penalty,,2003-01-26 00:00:00,
S79722,Create Fine,35.0,2003-01-27 00:00:00,
V10305,Insert Fine Notification,,2003-01-27 00:00:00,
N45627,Insert Date Appeal to Prefecture,,2003-01-27 00:00:00,
V10392,Insert Fine Notification,,2003-01-27 00:00:00,
S79524,Insert Fine Notification,,2003-01-27 00:00:00,
S79724,Create Fine,35.0,2003-01-27 00:00:00,
S77013,Insert Fine Notification,,2003-01-27 00:00:00,
V10125,Add penalty,,2003-01-27 00:00:00,
N45973,Insert Fine Notification,,2003-01-27 00:00:00,
N46690,Create Fine,536.0,2003-01-28 00:00:00,
S78757,Payment,,2003-01-28 00:00:00,
N44464,Payment,,2003-01-28 00:00:00,False
N47215,Create Fine,550.0,2003-01-28 00:00:00,
N45582,Add penalty,,2003-01-29 00:00:00,
N45271,Add penalty,,2003-01-29 00:00:00,
S74546,Payment,,2003-01-29 00:00:00,False
V10505,Insert Fine Notification,,2003-01-29 00:00:00,
N44094,Add penalty,,2003-01-29 00:00:00,
N45090,Add penalty,,2003-01-29 00:00:00,
N45257,Add penalty,,2003-01-29 00:00:00,
N45342,Payment,,2003-01-29 00:00:00,
N45226,Add penalty,,2003-01-29 00:00:00,
N45072,Add penalty,,2003-01-29 00:00:00,
S77242,Add penalty,,2003-01-29 00:00:00,
S74720,Add penalty,,2003-01-29 00:00:00,
V10321,Insert Fine Notification,,2003-01-29 00:00:00,
N47354,Create Fine,536.0,2003-01-30 00:00:00,
N46244,Create Fine,548.0,2003-01-30 00:00:00,
N45600,Insert Fine Notification,,2003-01-30 00:00:00,
N47222,Create Fine,550.0,2003-01-30 00:00:00,
N47223,Create Fine,550.0,2003-01-30 00:00:00,
V10191,Add penalty,,2003-01-31 00:00:00,
N47056,Payment,,2003-01-31 00:00:00,False
S74926,Add penalty,,2003-01-31 00:00:00,
S77119,Add penalty,,2003-01-31 00:00:00,
N47354,Payment,,2003-01-31 00:00:00,False
S77308,Add penalty,,2003-01-31 00:00:00,
S77240,Add penalty,,2003-01-31 00:00:00,
N41137,Add penalty,,2003-01-31 00:00:00,
S78526,Add penalty,,2003-01-31 00:00:00,
V10148,Add penalty,,2003-02-01 00:00:00,
N41150,Add penalty,,2003-02-01 00:00:00,
N45541,Add penalty,,2003-02-01 00:00:00,
N43973,Add penalty,,2003-02-01 00:00:00,
S78062,Add penalty,,2003-02-01 00:00:00,
V9923,Add penalty,,2003-02-01 00:00:00,
S39456,Add penalty,,2003-02-01 00:00:00,
N45327,Add penalty,,2003-02-01 00:00:00,
N43748,Add penalty,,2003-02-01 00:00:00,
S74927,Add penalty,,2003-02-01 00:00:00,
S73694,Add penalty,,2003-02-01 00:00:00,
N41156,Add penalty,,2003-02-01 00:00:00,
N47231,Create Fine,550.0,2003-02-01 00:00:00,
N40806,Add penalty,,2003-02-02 00:00:00,
V10486,Insert Fine Notification,,2003-02-02 00:00:00,
N45390,Insert Fine Notification,,2003-02-02 00:00:00,
N45873,Insert Fine Notification,,2003-02-02 00:00:00,
N40863,Add penalty,,2003-02-03 00:00:00,
S72559,Add penalty,,2003-02-03 00:00:00,
V10266,Add penalty,,2003-02-03 00:00:00,
N47222,Payment,,2003-02-03 00:00:00,False
N47231,Payment,,2003-02-03 00:00:00,False
S77985,Insert Fine Notification,,2003-02-03 00:00:00,
N44988,Add penalty,,2003-02-03 00:00:00,
N46846,Payment,,2003-02-03 00:00:00,False
S77288,Add penalty,,2003-02-03 00:00:00,
S79668,Insert Fine Notification,,2003-02-03 00:00:00,
N45061,Add penalty,,2003-02-03 00:00:00,
S62437,Add penalty,,2003-02-03 00:00:00,
N45973,Insert Date Appeal to Prefecture,,2003-02-03 00:00:00,
N42697,Add penalty,,2003-02-03 00:00:00,
S72814,Payment,,2003-02-03 00:00:00,
N47119,Create Fine,538.0,2003-02-04 00:00:00,
N45851,Insert Fine Notification,,2003-02-04 00:00:00,
N45617,Insert Fine Notification,,2003-02-04 00:00:00,
N43981,Add penalty,,2003-02-04 00:00:00,
N45911,Insert Fine Notification,,2003-02-04 00:00:00,
S79027,Payment,,2003-02-05 00:00:00,False
N44988,Payment,,2003-02-05 00:00:00,False
S79724,Payment,,2003-02-06 00:00:00,False
N46259,Create Fine,548.0,2003-02-06 00:00:00,
N43255,Insert Date Appeal to Prefecture,,2003-02-07 00:00:00,
S75830,Payment,,2003-02-07 00:00:00,False
V10159,Add penalty,,2003-02-07 00:00:00,
N40847,Add penalty,,2003-02-08 00:00:00,
V10252,Add penalty,,2003-02-08 00:00:00,
V10135,Add penalty,,2003-02-08 00:00:00,
S77589,Add penalty,,2003-02-08 00:00:00,
N45583,Add penalty,,2003-02-08 00:00:00,
S66689,Add penalty,,2003-02-08 00:00:00,
N47153,Create Fine,538.0,2003-02-08 00:00:00,
V10076,Add penalty,,2003-02-08 00:00:00,
N44795,Add penalty,,2003-02-09 00:00:00,
V10293,Add penalty,,2003-02-09 00:00:00,
V10280,Add penalty,,2003-02-09 00:00:00,
N44834,Add penalty,,2003-02-09 00:00:00,
V9479,Add penalty,,2003-02-09 00:00:00,
S76997,Add penalty,,2003-02-09 00:00:00,
S77585,Add penalty,,2003-02-09 00:00:00,
N44455,Add penalty,,2003-02-09 00:00:00,
N44655,Add penalty,,2003-02-09 00:00:00,
V10019,Add penalty,,2003-02-09 00:00:00,
S71147,Add penalty,,2003-02-09 00:00:00,
S74114,Add penalty,,2003-02-09 00:00:00,
N44280,Add penalty,,2003-02-09 00:00:00,
N40894,Add penalty,,2003-02-09 00:00:00,
V9405,Add penalty,,2003-02-09 00:00:00,
V9933,Add penalty,,2003-02-09 00:00:00,
S74845,Add penalty,,2003-02-09 00:00:00,
S75541,Payment,,2003-02-10 00:00:00,False
S66691,Add penalty,,2003-02-10 00:00:00,
S72686,Payment,,2003-02-10 00:00:00,False
N43255,Add penalty,,2003-02-10 00:00:00,
N47289,Create Fine,550.0,2003-02-10 00:00:00,
N47161,Create Fine,538.0,2003-02-10 00:00:00,
S79885,Create Fine,37.0,2003-02-10 00:00:00,
N45547,Add penalty,,2003-02-10 00:00:00,
S78306,Add penalty,,2003-02-10 00:00:00,
C14558,Add penalty,,2003-02-10 00:00:00,
S77895,Add penalty,,2003-02-10 00:00:00,
S73647,Payment,,2003-02-10 00:00:00,False
S75980,Payment,,2003-02-10 00:00:00,
S78757,Add penalty,,2003-02-10 00:00:00,
S71147,Payment,,2003-02-10 00:00:00,False
V9292,Add penalty,,2003-02-10 00:00:00,
N45061,Payment,,2003-02-10 00:00:00,
N47119,Payment,,2003-02-11 00:00:00,False
N44938,Add penalty,,2003-02-11 00:00:00,
N45564,Add penalty,,2003-02-11 00:00:00,
S76687,Payment,,2003-02-11 00:00:00,False
V10321,Payment,,2003-02-11 00:00:00,
S79319,Create Fine,11.0,2003-02-11 00:00:00,
V10264,Add penalty,,2003-02-11 00:00:00,
N45234,Add penalty,,2003-02-11 00:00:00,
S75836,Add penalty,,2003-02-11 00:00:00,
S77585,Payment,,2003-02-11 00:00:00,False
S73363,Add penalty,,2003-02-12 00:00:00,
S79127,Payment,,2003-02-12 00:00:00,False
S77905,Payment,,2003-02-12 00:00:00,False
S76047,Payment,,2003-02-12 00:00:00,False
N47175,Create Fine,538.0,2003-02-12 00:00:00,
N41218,Create Fine,541.0,2003-02-13 00:00:00,
N43978,Add penalty,,2003-02-13 00:00:00,
N44834,Payment,,2003-02-13 00:00:00,
N47426,Create Fine,536.0,2003-02-13 00:00:00,
S75762,Payment,,2003-02-13 00:00:00,False
N47323,Create Fine,550.0,2003-02-13 00:00:00,
N47153,Payment,,2003-02-13 00:00:00,False
N47187,Create Fine,538.0,2003-02-14 00:00:00,
N44094,Send Appeal to Prefecture,,2003-02-14 00:00:00,False
N47433,Create Fine,536.0,2003-02-14 00:00:00,
S79407,Create Fine,704.0,2003-02-14 00:00:00,
S74137,Payment,,2003-02-14 00:00:00,False
S79135,Create Fine,30.0,2003-02-14 00:00:00,
N41226,Create Fine,541.0,2003-02-14 00:00:00,
N45627,Send Appeal to Prefecture,,2003-02-14 00:00:00,
N44097,Payment,,2003-02-15 00:00:00,False
S52832,Payment,,2003-02-15 00:00:00,False
N47197,Create Fine,538.0,2003-02-15 00:00:00,
N44795,Payment,,2003-02-15 00:00:00,
S79892,Create Fine,37.0,2003-02-17 00:00:00,
N47197,Payment,,2003-02-17 00:00:00,False
S77501,Payment,,2003-02-18 00:00:00,False
N41233,Create Fine,541.0,2003-02-18 00:00:00,
N41218,Payment,,2003-02-18 00:00:00,False
S79407,Payment,,2003-02-18 00:00:00,False
N47289,Payment,,2003-02-18 00:00:00,False
N45390,Payment,,2003-02-18 00:00:00,
S39456,Payment,,2003-02-19 00:00:00,False
V11202,Create Fine,704.0,2003-02-19 00:00:00,
N47733,Create Fine,538.0,2003-02-19 00:00:00,
N47344,Create Fine,550.0,2003-02-19 00:00:00,
N42887,Add penalty,,2003-02-19 00:00:00,
S73798,Receive Result Appeal from Prefecture,,2003-02-20 00:00:00,
N47426,Payment,,2003-02-20 00:00:00,False
S72337,Payment,,2003-02-20 00:00:00,False
N44541,Receive Result Appeal from Prefecture,,2003-02-20 00:00:00,
S77588,Add penalty,,2003-02-20 00:00:00,
V10923,Create Fine,11.0,2003-02-21 00:00:00,
S77639,Add penalty,,2003-02-21 00:00:00,
S79135,Payment,,2003-02-21 00:00:00,False
S79834,Create Fine,31.0,2003-02-21 00:00:00,
N47738,Create Fine,538.0,2003-02-22 00:00:00,
S77230,Add penalty,,2003-02-22 00:00:00,
S39457,Add penalty,,2003-02-22 00:00:00,
N47876,Create Fine,550.0,2003-02-22 00:00:00,
N47870,Create Fine,550.0,2003-02-22 00:00:00,
S74485,Add penalty,,2003-02-22 00:00:00,
V10297,Add penalty,,2003-02-22 00:00:00,
N45255,Add penalty,,2003-02-22 00:00:00,
N47475,Create Fine,536.0,2003-02-22 00:00:00,
V10944,Create Fine,26.0,2003-02-24 00:00:00,
V10960,Create Fine,35.0,2003-02-25 00:00:00,
N44566,Add penalty,,2003-02-25 00:00:00,
S73310,Payment,,2003-02-25 00:00:00,
N45271,Payment,,2003-02-27 00:00:00,
N47768,Create Fine,538.0,2003-02-27 00:00:00,
N47344,Payment,,2003-02-27 00:00:00,False
S79418,Create Fine,704.0,2003-02-27 00:00:00,
S43867,Create Fine,22.0,2003-02-28 00:00:00,
N45973,Send Appeal to Prefecture,,2003-02-28 00:00:00,
N44160,Add penalty,,2003-02-28 00:00:00,
S79268,Create Fine,26.0,2003-02-28 00:00:00,
V10999,Create Fine,11.0,2003-02-28 00:00:00,
V9653,Payment,,2003-03-01 00:00:00,
S75889,Payment,,2003-03-01 00:00:00,False
S75311,Add penalty,,2003-03-02 00:00:00,
V11008,Create Fine,29.0,2003-03-03 00:00:00,
N47187,Payment,,2003-03-03 00:00:00,False
S79268,Payment,,2003-03-03 00:00:00,False
N40361,Create Fine,537.0,2003-03-04 00:00:00,
N40363,Create Fine,537.0,2003-03-04 00:00:00,
N47491,Create Fine,536.0,2003-03-04 00:00:00,
N45835,Payment,,2003-03-04 00:00:00,
S78101,Payment,,2003-03-04 00:00:00,
N45814,Payment,,2003-03-04 00:00:00,
N47207,Payment,,2003-03-05 00:00:00,False
N43255,Send Appeal to Prefecture,,2003-03-05 00:00:00,False
V9492,Payment,,2003-03-05 00:00:00,
N46244,Payment,,2003-03-05 00:00:00,False
S73495,Payment,,2003-03-05 00:00:00,False
N47876,Payment,,2003-03-05 00:00:00,False
N40368,Create Fine,537.0,2003-03-06 00:00:00,
N42068,Notify Result Appeal to Offender,,2003-03-06 00:00:00,
N47933,Create Fine,550.0,2003-03-06 00:00:00,
N41914,Notify Result Appeal to Offender,,2003-03-06 00:00:00,
N47939,Create Fine,550.0,2003-03-07 00:00:00,
S75179,Notify Result Appeal to Offender,,2003-03-07 00:00:00,
N40374,Create Fine,537.0,2003-03-07 00:00:00,
N47808,Create Fine,538.0,2003-03-07 00:00:00,
N44105,Payment,,2003-03-07 00:00:00,False
N47964,Create Fine,536.0,2003-03-08 00:00:00,
S79479,Create Fine,28.0,2003-03-08 00:00:00,
S79334,Create Fine,11.0,2003-03-08 00:00:00,
S78757,Payment,,2003-03-10 00:00:00,False
N47939,Payment,,2003-03-10 00:00:00,False
S86116,Create Fine,30.0,2003-03-11 00:00:00,
N42371,Payment,,2003-03-11 00:00:00,False
N40361,Payment,,2003-03-11 00:00:00,False
N47824,Create Fine,538.0,2003-03-11 00:00:00,
S79338,Create Fine,11.0,2003-03-11 00:00:00,
S75179,Payment,,2003-03-12 00:00:00,False
S79494,Create Fine,28.0,2003-03-12 00:00:00,
S79479,Payment,,2003-03-12 00:00:00,False
S79246,Create Fine,31.0,2003-03-12 00:00:00,
N40374,Payment,,2003-03-14 00:00:00,False
S79246,Payment,,2003-03-14 00:00:00,False
S77522,Insert Date Appeal to Prefecture,,2003-03-14 00:00:00,
N46105,Payment,,2003-03-14 00:00:00,
N48025,Create Fine,550.0,2003-03-15 00:00:00,
S79439,Create Fine,704.0,2003-03-15 00:00:00,
N44047,Add penalty,,2003-03-15 00:00:00,
S79737,Create Fine,35.0,2003-03-15 00:00:00,
N48162,Create Fine,538.0,2003-03-15 00:00:00,
N47933,Payment,,2003-03-17 00:00:00,False
N40847,Insert Date Appeal to Prefecture,,2003-03-17 00:00:00,
V9292,Insert Date Appeal to Prefecture,,2003-03-18 00:00:00,
N48159,Create Fine,538.0,2003-03-18 00:00:00,
S43878,Create Fine,22.0,2003-03-18 00:00:00,
V11071,Create Fine,29.0,2003-03-18 00:00:00,
N48164,Create Fine,538.0,2003-03-19 00:00:00,
N40418,Create Fine,537.0,2003-03-19 00:00:00,
N47768,Payment,,2003-03-19 00:00:00,False
V11116,Create Fine,11.0,2003-03-19 00:00:00,
N48165,Create Fine,538.0,2003-03-19 00:00:00,
S73798,Notify Result Appeal to Offender,,2003-03-20 00:00:00,
N48165,Payment,,2003-03-20 00:00:00,False
N48172,Create Fine,538.0,2003-03-20 00:00:00,
S39142,Insert Date Appeal to Prefecture,,2003-03-21 00:00:00,
N40368,Payment,,2003-03-21 00:00:00,False
N46032,Insert Date Appeal to Prefecture,,2003-03-22 00:00:00,
V10524,Add penalty,,2003-03-24 00:00:00,
S72578,Add penalty,,2003-03-24 00:00:00,
N45481,Add penalty,,2003-03-24 00:00:00,
N45745,Add penalty,,2003-03-24 00:00:00,
N45895,Add penalty,,2003-03-24 00:00:00,
N45772,Add penalty,,2003-03-24 00:00:00,
N45694,Add penalty,,2003-03-24 00:00:00,
N45672,Add penalty,,2003-03-24 00:00:00,
N45982,Add penalty,,2003-03-24 00:00:00,
S78323,Add penalty,,2003-03-24 00:00:00,
V10560,Add penalty,,2003-03-24 00:00:00,
V10449,Add penalty,,2003-03-24 00:00:00,
N45978,Add penalty,,2003-03-24 00:00:00,
S79567,Add penalty,,2003-03-24 00:00:00,
N41187,Add penalty,,2003-03-24 00:00:00,
N45814,Add penalty,,2003-03-24 00:00:00,
N45610,Add penalty,,2003-03-24 00:00:00,
S79762,Add penalty,,2003-03-24 00:00:00,
N45835,Add penalty,,2003-03-24 00:00:00,
S79657,Add penalty,,2003-03-24 00:00:00,
V10463,Add penalty,,2003-03-24 00:00:00,
V10474,Add penalty,,2003-03-24 00:00:00,
N45627,Add penalty,,2003-03-24 00:00:00,
S79685,Add penalty,,2003-03-24 00:00:00,
V10520,Add penalty,,2003-03-24 00:00:00,
N40814,Add penalty,,2003-03-24 00:00:00,
S78337,Add penalty,,2003-03-24 00:00:00,
S39144,Add penalty,,2003-03-24 00:00:00,
V10628,Add penalty,,2003-03-24 00:00:00,
N48302,Create Fine,536.0,2003-03-24 00:00:00,
V10629,Add penalty,,2003-03-24 00:00:00,
N48055,Create Fine,550.0,2003-03-24 00:00:00,
V11170,Create Fine,29.0,2003-03-24 00:00:00,
V11387,Create Fine,704.0,2003-03-24 00:00:00,
V11382,Create Fine,704.0,2003-03-24 00:00:00,
N49012,Create Fine,536.0,2003-03-24 00:00:00,
V11163,Create Fine,29.0,2003-03-24 00:00:00,
N45741,Add penalty,,2003-03-24 00:00:00,
V10396,Add penalty,,2003-03-24 00:00:00,
V10555,Add penalty,,2003-03-24 00:00:00,
V10326,Add penalty,,2003-03-24 00:00:00,
S77522,Add penalty,,2003-03-24 00:00:00,
V10328,Add penalty,,2003-03-24 00:00:00,
S71460,Payment,,2003-03-24 00:00:00,False
V10583,Add penalty,,2003-03-24 00:00:00,
V10370,Add penalty,,2003-03-25 00:00:00,
S78314,Add penalty,,2003-03-25 00:00:00,
N45603,Add penalty,,2003-03-25 00:00:00,
S39142,Add penalty,,2003-03-25 00:00:00,
N45386,Add penalty,,2003-03-25 00:00:00,
N45359,Add penalty,,2003-03-25 00:00:00,
V10459,Add penalty,,2003-03-25 00:00:00,
N46032,Add penalty,,2003-03-25 00:00:00,
S78330,Add penalty,,2003-03-25 00:00:00,
N45387,Add penalty,,2003-03-25 00:00:00,
V10511,Add penalty,,2003-03-25 00:00:00,
N46105,Add penalty,,2003-03-25 00:00:00,
V10599,Add penalty,,2003-03-25 00:00:00,
N45733,Add penalty,,2003-03-25 00:00:00,
S79656,Add penalty,,2003-03-25 00:00:00,
V10455,Add penalty,,2003-03-25 00:00:00,
N45932,Add penalty,,2003-03-25 00:00:00,
N45471,Add penalty,,2003-03-25 00:00:00,
V10630,Add penalty,,2003-03-25 00:00:00,
N45777,Add penalty,,2003-03-25 00:00:00,
N40847,Send Appeal to Prefecture,,2003-03-26 00:00:00,
N45889,Add penalty,,2003-03-26 00:00:00,
N45342,Add penalty,,2003-03-26 00:00:00,
S43891,Create Fine,22.0,2003-03-26 00:00:00,
N40435,Create Fine,537.0,2003-03-26 00:00:00,
V11260,Create Fine,22.0,2003-03-27 00:00:00,
N45973,Add penalty,,2003-03-28 00:00:00,
S79524,Add penalty,,2003-03-28 00:00:00,
S77013,Add penalty,,2003-03-28 00:00:00,
V10392,Add penalty,,2003-03-28 00:00:00,
V10305,Add penalty,,2003-03-28 00:00:00,
N42697,Payment,,2003-03-29 00:00:00,
N42612,Payment,,2003-03-29 00:00:00,False
V10505,Add penalty,,2003-03-30 00:00:00,
V10321,Add penalty,,2003-03-30 00:00:00,
V11296,Create Fine,16.0,2003-03-31 00:00:00,
N45600,Add penalty,,2003-03-31 00:00:00,
S74383,Notify Result Appeal to Offender,,2003-03-31 00:00:00,
S43891,Payment,,2003-03-31 00:00:00,False
S78323,Payment,,2003-04-02 00:00:00,False
N42068,Payment,,2003-04-02 00:00:00,
S78306,Payment,,2003-04-03 00:00:00,
N45390,Add penalty,,2003-04-03 00:00:00,
N45873,Add penalty,,2003-04-03 00:00:00,
N44541,Notify Result Appeal to Offender,,2003-04-03 00:00:00,
N40435,Payment,,2003-04-03 00:00:00,False
V10486,Add penalty,,2003-04-03 00:00:00,
S77985,Add penalty,,2003-04-04 00:00:00,
N44541,Appeal to Judge,0.0,2003-04-04 00:00:00,False
S79668,Add penalty,,2003-04-04 00:00:00,
N41914,Payment,,2003-04-05 00:00:00,False
N45851,Add penalty,,2003-04-05 00:00:00,
N45911,Add penalty,,2003-04-05 00:00:00,
S43183,Create Fine,12.0,2003-04-05 00:00:00,
N45617,Add penalty,,2003-04-05 00:00:00,
S43176,Create Fine,12.0,2003-04-05 00:00:00,
S86247,Create Fine,28.0,2003-04-07 00:00:00,
V11478,Create Fine,704.0,2003-04-07 00:00:00,
S80154,Create Fine,22.0,2003-04-07 00:00:00,
